"Tanggal","Source","Major","Total_Spending","Bulan","Month","Day","Week","Sources"
2023-10-06,"Facebook Ads","digital_marketing",558692,Oct 2023,Oct 2023,6,"1","Facebook Ads"
2023-10-07,"Facebook Ads","digital_marketing",600137,Oct 2023,Oct 2023,7,"1","Facebook Ads"
2023-10-08,"Facebook Ads","digital_marketing",592762,Oct 2023,Oct 2023,8,"2","Facebook Ads"
2023-10-09,"Facebook Ads","digital_marketing",578567,Oct 2023,Oct 2023,9,"2","Facebook Ads"
2023-10-10,"Facebook Ads","digital_marketing",350966,Oct 2023,Oct 2023,10,"2","Facebook Ads"
2023-10-11,"Facebook Ads","digital_marketing",188753,Oct 2023,Oct 2023,11,"2","Facebook Ads"
2023-10-12,"Facebook Ads","digital_marketing",193563,Oct 2023,Oct 2023,12,"2","Facebook Ads"
2023-10-13,"Facebook Ads","digital_marketing",117095,Oct 2023,Oct 2023,13,"2","Facebook Ads"
2023-10-14,"Facebook Ads","digital_marketing",89787,Oct 2023,Oct 2023,14,"2","Facebook Ads"
2023-10-15,"Facebook Ads","digital_marketing",76048,Oct 2023,Oct 2023,15,"3","Facebook Ads"
2023-10-16,"Facebook Ads","digital_marketing",104251,Oct 2023,Oct 2023,16,"3","Facebook Ads"
2023-10-17,"Facebook Ads","digital_marketing",149848,Oct 2023,Oct 2023,17,"3","Facebook Ads"
2023-10-18,"Facebook Ads","digital_marketing",223184,Oct 2023,Oct 2023,18,"3","Facebook Ads"
2023-10-19,"Facebook Ads","digital_marketing",224454,Oct 2023,Oct 2023,19,"3","Facebook Ads"
2023-10-20,"Facebook Ads","digital_marketing",315084,Oct 2023,Oct 2023,20,"3","Facebook Ads"
2023-10-21,"Facebook Ads","digital_marketing",339611,Oct 2023,Oct 2023,21,"3","Facebook Ads"
2023-10-22,"Facebook Ads","digital_marketing",318950,Oct 2023,Oct 2023,22,"4","Facebook Ads"
2023-10-23,"Facebook Ads","digital_marketing",247587,Oct 2023,Oct 2023,23,"4","Facebook Ads"
2023-10-24,"Facebook Ads","digital_marketing",241428,Oct 2023,Oct 2023,24,"4","Facebook Ads"
2023-10-25,"Facebook Ads","digital_marketing",515509,Oct 2023,Oct 2023,25,"4","Facebook Ads"
2023-10-26,"Facebook Ads","digital_marketing",581177,Oct 2023,Oct 2023,26,"4","Facebook Ads"
2023-10-27,"Facebook Ads","digital_marketing",598852,Oct 2023,Oct 2023,27,"4","Facebook Ads"
2023-10-28,"Facebook Ads","digital_marketing",619845,Oct 2023,Oct 2023,28,"4","Facebook Ads"
2023-10-29,"Facebook Ads","digital_marketing",611260,Oct 2023,Oct 2023,29,"5","Facebook Ads"
2023-10-30,"Facebook Ads","digital_marketing",595973,Oct 2023,Oct 2023,30,"5","Facebook Ads"
2023-10-31,"Facebook Ads","digital_marketing",745496,Oct 2023,Oct 2023,31,"5","Facebook Ads"
2023-11-01,"Facebook Ads","digital_marketing",513198,Nov 2023,Nov 2023,1,"1","Facebook Ads"
2023-11-02,"Facebook Ads","digital_marketing",412866,Nov 2023,Nov 2023,2,"1","Facebook Ads"
2023-11-03,"Facebook Ads","digital_marketing",414133,Nov 2023,Nov 2023,3,"1","Facebook Ads"
2023-11-04,"Facebook Ads","digital_marketing",421664,Nov 2023,Nov 2023,4,"1","Facebook Ads"
2023-11-05,"Facebook Ads","digital_marketing",145523,Nov 2023,Nov 2023,5,"1","Facebook Ads"
2023-11-06,"Facebook Ads","digital_marketing",482130,Nov 2023,Nov 2023,6,"1","Facebook Ads"
2023-11-07,"Facebook Ads","digital_marketing",463222,Nov 2023,Nov 2023,7,"1","Facebook Ads"
2023-11-08,"Facebook Ads","digital_marketing",463724,Nov 2023,Nov 2023,8,"2","Facebook Ads"
2023-11-09,"Facebook Ads","digital_marketing",516016,Nov 2023,Nov 2023,9,"2","Facebook Ads"
2023-11-10,"Facebook Ads","digital_marketing",373726,Nov 2023,Nov 2023,10,"2","Facebook Ads"
2023-11-11,"Facebook Ads","digital_marketing",336855,Nov 2023,Nov 2023,11,"2","Facebook Ads"
2023-11-12,"Facebook Ads","digital_marketing",378060,Nov 2023,Nov 2023,12,"2","Facebook Ads"
2023-11-13,"Facebook Ads","digital_marketing",450857,Nov 2023,Nov 2023,13,"2","Facebook Ads"
2023-11-14,"Facebook Ads","digital_marketing",462644,Nov 2023,Nov 2023,14,"2","Facebook Ads"
2023-11-15,"Facebook Ads","digital_marketing",452849,Nov 2023,Nov 2023,15,"3","Facebook Ads"
2023-11-16,"Facebook Ads","digital_marketing",473913,Nov 2023,Nov 2023,16,"3","Facebook Ads"
2023-11-17,"Facebook Ads","digital_marketing",533777,Nov 2023,Nov 2023,17,"3","Facebook Ads"
2023-11-18,"Facebook Ads","digital_marketing",558139,Nov 2023,Nov 2023,18,"3","Facebook Ads"
2023-11-19,"Facebook Ads","digital_marketing",568679,Nov 2023,Nov 2023,19,"3","Facebook Ads"
2023-11-20,"Facebook Ads","digital_marketing",553500,Nov 2023,Nov 2023,20,"3","Facebook Ads"
2023-11-21,"Facebook Ads","digital_marketing",537665,Nov 2023,Nov 2023,21,"3","Facebook Ads"
2023-11-22,"Facebook Ads","digital_marketing",666769,Nov 2023,Nov 2023,22,"4","Facebook Ads"
2023-11-23,"Facebook Ads","digital_marketing",674215,Nov 2023,Nov 2023,23,"4","Facebook Ads"
2023-11-24,"Facebook Ads","digital_marketing",635431,Nov 2023,Nov 2023,24,"4","Facebook Ads"
2023-11-25,"Facebook Ads","digital_marketing",559390,Nov 2023,Nov 2023,25,"4","Facebook Ads"
2023-11-26,"Facebook Ads","digital_marketing",966981,Nov 2023,Nov 2023,26,"4","Facebook Ads"
2023-11-27,"Facebook Ads","digital_marketing",951036,Nov 2023,Nov 2023,27,"4","Facebook Ads"
2023-11-28,"Facebook Ads","digital_marketing",819257,Nov 2023,Nov 2023,28,"4","Facebook Ads"
2023-11-29,"Facebook Ads","digital_marketing",860335,Nov 2023,Nov 2023,29,"5","Facebook Ads"
2023-11-30,"Facebook Ads","digital_marketing",840740,Nov 2023,Nov 2023,30,"5","Facebook Ads"
2023-12-01,"Facebook Ads","digital_marketing",841245,Dec 2023,Dec 2023,1,"1","Facebook Ads"
2023-12-02,"Facebook Ads","digital_marketing",671468,Dec 2023,Dec 2023,2,"1","Facebook Ads"
2023-12-04,"Facebook Ads","digital_marketing",830184,Dec 2023,Dec 2023,4,"1","Facebook Ads"
2023-12-05,"Facebook Ads","digital_marketing",789035,Dec 2023,Dec 2023,5,"1","Facebook Ads"
2023-12-06,"Facebook Ads","digital_marketing",87540,Dec 2023,Dec 2023,6,"1","Facebook Ads"
2023-06-06,"Google Ads","digital_marketing",485118,Jun 2023,Jun 2023,6,"1","Google Ads"
2023-06-07,"Google Ads","digital_marketing",344406,Jun 2023,Jun 2023,7,"1","Google Ads"
2023-06-08,"Google Ads","digital_marketing",338588,Jun 2023,Jun 2023,8,"2","Google Ads"
2023-06-09,"Google Ads","digital_marketing",133058,Jun 2023,Jun 2023,9,"2","Google Ads"
2023-06-10,"Google Ads","digital_marketing",128562.68,Jun 2023,Jun 2023,10,"2","Google Ads"
2023-06-11,"Google Ads","digital_marketing",118473.95,Jun 2023,Jun 2023,11,"2","Google Ads"
2023-06-12,"Google Ads","digital_marketing",128674.94,Jun 2023,Jun 2023,12,"2","Google Ads"
2023-06-13,"Google Ads","digital_marketing",134472,Jun 2023,Jun 2023,13,"2","Google Ads"
2023-06-14,"Google Ads","digital_marketing",122526.96,Jun 2023,Jun 2023,14,"2","Google Ads"
2023-06-15,"Google Ads","digital_marketing",131542.85,Jun 2023,Jun 2023,15,"3","Google Ads"
2023-06-16,"Google Ads","digital_marketing",143030,Jun 2023,Jun 2023,16,"3","Google Ads"
2023-06-17,"Google Ads","digital_marketing",132277,Jun 2023,Jun 2023,17,"3","Google Ads"
2023-06-18,"Google Ads","digital_marketing",77841,Jun 2023,Jun 2023,18,"3","Google Ads"
2023-06-19,"Google Ads","digital_marketing",84148,Jun 2023,Jun 2023,19,"3","Google Ads"
2023-10-30,"Google Ads","digital_marketing",548.2,Oct 2023,Oct 2023,30,"5","Google Ads"
2023-10-31,"Google Ads","digital_marketing",42590.77,Oct 2023,Oct 2023,31,"5","Google Ads"
2023-11-01,"Google Ads","digital_marketing",20514.09,Nov 2023,Nov 2023,1,"1","Google Ads"
2023-11-02,"Google Ads","digital_marketing",73908.37,Nov 2023,Nov 2023,2,"1","Google Ads"
2023-11-03,"Google Ads","digital_marketing",74509.86,Nov 2023,Nov 2023,3,"1","Google Ads"
2023-11-04,"Google Ads","digital_marketing",77127.36,Nov 2023,Nov 2023,4,"1","Google Ads"
2023-11-05,"Google Ads","digital_marketing",73465.38,Nov 2023,Nov 2023,5,"1","Google Ads"
2023-11-06,"Google Ads","digital_marketing",76557.21,Nov 2023,Nov 2023,6,"1","Google Ads"
2023-11-07,"Google Ads","digital_marketing",77150.85,Nov 2023,Nov 2023,7,"1","Google Ads"
2023-11-08,"Google Ads","digital_marketing",76089.96,Nov 2023,Nov 2023,8,"2","Google Ads"
2023-11-09,"Google Ads","digital_marketing",104512.44,Nov 2023,Nov 2023,9,"2","Google Ads"
2023-11-10,"Google Ads","digital_marketing",105895.96,Nov 2023,Nov 2023,10,"2","Google Ads"
2023-11-11,"Google Ads","digital_marketing",179350.06,Nov 2023,Nov 2023,11,"2","Google Ads"
2023-11-12,"Google Ads","digital_marketing",146812.86,Nov 2023,Nov 2023,12,"2","Google Ads"
2023-11-13,"Google Ads","digital_marketing",138425.7,Nov 2023,Nov 2023,13,"2","Google Ads"
2023-11-14,"Google Ads","digital_marketing",173509.65,Nov 2023,Nov 2023,14,"2","Google Ads"
2023-11-15,"Google Ads","digital_marketing",150557.71,Nov 2023,Nov 2023,15,"3","Google Ads"
2023-11-16,"Google Ads","digital_marketing",122194.16,Nov 2023,Nov 2023,16,"3","Google Ads"
2023-11-17,"Google Ads","digital_marketing",6545,Nov 2023,Nov 2023,17,"3","Google Ads"
2023-11-18,"Google Ads","digital_marketing",1790,Nov 2023,Nov 2023,18,"3","Google Ads"
2023-11-19,"Google Ads","digital_marketing",56984.84,Nov 2023,Nov 2023,19,"3","Google Ads"
2023-11-20,"Google Ads","digital_marketing",119938,Nov 2023,Nov 2023,20,"3","Google Ads"
2023-11-21,"Google Ads","digital_marketing",171957.51,Nov 2023,Nov 2023,21,"3","Google Ads"
2023-11-22,"Google Ads","digital_marketing",155179.42,Nov 2023,Nov 2023,22,"4","Google Ads"
2023-11-23,"Google Ads","digital_marketing",60937.8,Nov 2023,Nov 2023,23,"4","Google Ads"
2023-11-24,"Google Ads","digital_marketing",50123.4,Nov 2023,Nov 2023,24,"4","Google Ads"
2023-11-25,"Google Ads","digital_marketing",99143,Nov 2023,Nov 2023,25,"4","Google Ads"
2023-11-26,"Google Ads","digital_marketing",58829.72,Nov 2023,Nov 2023,26,"4","Google Ads"
2023-11-27,"Google Ads","digital_marketing",105169.35,Nov 2023,Nov 2023,27,"4","Google Ads"
2023-11-28,"Google Ads","digital_marketing",111909.2,Nov 2023,Nov 2023,28,"4","Google Ads"
2023-11-29,"Google Ads","digital_marketing",67584.58,Nov 2023,Nov 2023,29,"5","Google Ads"
2023-11-30,"Google Ads","digital_marketing",44902.86,Nov 2023,Nov 2023,30,"5","Google Ads"
2023-12-01,"Google Ads","digital_marketing",96210.28,Dec 2023,Dec 2023,1,"1","Google Ads"
2023-12-02,"Google Ads","digital_marketing",98037.24,Dec 2023,Dec 2023,2,"1","Google Ads"
2023-12-03,"Google Ads","digital_marketing",96418.62,Dec 2023,Dec 2023,3,"1","Google Ads"
2023-12-04,"Google Ads","digital_marketing",73378.99,Dec 2023,Dec 2023,4,"1","Google Ads"
2023-12-05,"Google Ads","digital_marketing",61946.67,Dec 2023,Dec 2023,5,"1","Google Ads"
2023-12-06,"Google Ads","digital_marketing",28914.38,Dec 2023,Dec 2023,6,"1","Google Ads"
2021-04-14,"Facebook Ads","data_science",54335,Apr 2021,Apr 2021,14,"2","Facebook Ads"
2021-04-15,"Facebook Ads","data_science",42014,Apr 2021,Apr 2021,15,"3","Facebook Ads"
2021-04-16,"Facebook Ads","data_science",6974,Apr 2021,Apr 2021,16,"3","Facebook Ads"
2021-04-17,"Facebook Ads","data_science",30933,Apr 2021,Apr 2021,17,"3","Facebook Ads"
2021-04-18,"Facebook Ads","data_science",32331,Apr 2021,Apr 2021,18,"3","Facebook Ads"
2021-04-19,"Facebook Ads","data_science",29482,Apr 2021,Apr 2021,19,"3","Facebook Ads"
2021-04-20,"Facebook Ads","data_science",568066,Apr 2021,Apr 2021,20,"3","Facebook Ads"
2021-04-21,"Facebook Ads","data_science",606945,Apr 2021,Apr 2021,21,"3","Facebook Ads"
2021-04-22,"Facebook Ads","data_science",586727,Apr 2021,Apr 2021,22,"4","Facebook Ads"
2021-04-23,"Facebook Ads","data_science",264461,Apr 2021,Apr 2021,23,"4","Facebook Ads"
2021-05-16,"Facebook Ads","data_science",41311,May 2021,May 2021,16,"3","Facebook Ads"
2021-05-17,"Facebook Ads","data_science",109130,May 2021,May 2021,17,"3","Facebook Ads"
2021-05-18,"Facebook Ads","data_science",217789,May 2021,May 2021,18,"3","Facebook Ads"
2021-05-19,"Facebook Ads","data_science",373260,May 2021,May 2021,19,"3","Facebook Ads"
2021-05-20,"Facebook Ads","data_science",587185,May 2021,May 2021,20,"3","Facebook Ads"
2021-05-21,"Facebook Ads","data_science",546405,May 2021,May 2021,21,"3","Facebook Ads"
2021-05-22,"Facebook Ads","data_science",920099,May 2021,May 2021,22,"4","Facebook Ads"
2021-05-23,"Facebook Ads","data_science",790929,May 2021,May 2021,23,"4","Facebook Ads"
2021-05-24,"Facebook Ads","data_science",822751,May 2021,May 2021,24,"4","Facebook Ads"
2021-05-25,"Facebook Ads","data_science",819765,May 2021,May 2021,25,"4","Facebook Ads"
2021-05-26,"Facebook Ads","data_science",760453,May 2021,May 2021,26,"4","Facebook Ads"
2021-05-27,"Facebook Ads","data_science",709155,May 2021,May 2021,27,"4","Facebook Ads"
2021-05-28,"Facebook Ads","data_science",689362,May 2021,May 2021,28,"4","Facebook Ads"
2021-05-29,"Facebook Ads","data_science",707856,May 2021,May 2021,29,"5","Facebook Ads"
2021-05-30,"Facebook Ads","data_science",597762,May 2021,May 2021,30,"5","Facebook Ads"
2021-05-31,"Facebook Ads","data_science",284734,May 2021,May 2021,31,"5","Facebook Ads"
2021-06-01,"Facebook Ads","data_science",206208,Jun 2021,Jun 2021,1,"1","Facebook Ads"
2021-06-02,"Facebook Ads","data_science",148896,Jun 2021,Jun 2021,2,"1","Facebook Ads"
2021-06-03,"Facebook Ads","data_science",314573,Jun 2021,Jun 2021,3,"1","Facebook Ads"
2021-06-04,"Facebook Ads","data_science",291264,Jun 2021,Jun 2021,4,"1","Facebook Ads"
2021-06-05,"Facebook Ads","data_science",24256,Jun 2021,Jun 2021,5,"1","Facebook Ads"
2021-06-07,"Facebook Ads","data_science",169973,Jun 2021,Jun 2021,7,"1","Facebook Ads"
2021-06-08,"Facebook Ads","data_science",365014,Jun 2021,Jun 2021,8,"2","Facebook Ads"
2021-06-09,"Facebook Ads","data_science",370180,Jun 2021,Jun 2021,9,"2","Facebook Ads"
2021-06-10,"Facebook Ads","data_science",310060,Jun 2021,Jun 2021,10,"2","Facebook Ads"
2021-06-11,"Facebook Ads","data_science",414751,Jun 2021,Jun 2021,11,"2","Facebook Ads"
2021-06-12,"Facebook Ads","data_science",464954,Jun 2021,Jun 2021,12,"2","Facebook Ads"
2021-06-13,"Facebook Ads","data_science",404439,Jun 2021,Jun 2021,13,"2","Facebook Ads"
2021-06-14,"Facebook Ads","data_science",223679,Jun 2021,Jun 2021,14,"2","Facebook Ads"
2021-06-15,"Facebook Ads","data_science",198480,Jun 2021,Jun 2021,15,"3","Facebook Ads"
2021-06-16,"Facebook Ads","data_science",147653,Jun 2021,Jun 2021,16,"3","Facebook Ads"
2021-06-17,"Facebook Ads","data_science",181483,Jun 2021,Jun 2021,17,"3","Facebook Ads"
2021-06-18,"Facebook Ads","data_science",279297,Jun 2021,Jun 2021,18,"3","Facebook Ads"
2021-06-19,"Facebook Ads","data_science",341543,Jun 2021,Jun 2021,19,"3","Facebook Ads"
2021-06-20,"Facebook Ads","data_science",378544,Jun 2021,Jun 2021,20,"3","Facebook Ads"
2021-06-21,"Facebook Ads","data_science",396986,Jun 2021,Jun 2021,21,"3","Facebook Ads"
2021-06-22,"Facebook Ads","data_science",383632,Jun 2021,Jun 2021,22,"4","Facebook Ads"
2021-06-23,"Facebook Ads","data_science",389578,Jun 2021,Jun 2021,23,"4","Facebook Ads"
2021-06-24,"Facebook Ads","data_science",385896,Jun 2021,Jun 2021,24,"4","Facebook Ads"
2021-06-25,"Facebook Ads","data_science",402834,Jun 2021,Jun 2021,25,"4","Facebook Ads"
2021-06-26,"Facebook Ads","data_science",474152,Jun 2021,Jun 2021,26,"4","Facebook Ads"
2021-06-27,"Facebook Ads","data_science",555584,Jun 2021,Jun 2021,27,"4","Facebook Ads"
2021-06-28,"Facebook Ads","data_science",560885,Jun 2021,Jun 2021,28,"4","Facebook Ads"
2021-06-29,"Facebook Ads","data_science",673116,Jun 2021,Jun 2021,29,"5","Facebook Ads"
2021-06-30,"Facebook Ads","data_science",702951,Jun 2021,Jun 2021,30,"5","Facebook Ads"
2021-07-01,"Facebook Ads","data_science",703425,Jul 2021,Jul 2021,1,"1","Facebook Ads"
2021-07-02,"Facebook Ads","data_science",219160,Jul 2021,Jul 2021,2,"1","Facebook Ads"
2021-07-04,"Facebook Ads","data_science",718825,Jul 2021,Jul 2021,4,"1","Facebook Ads"
2021-07-05,"Facebook Ads","data_science",858700,Jul 2021,Jul 2021,5,"1","Facebook Ads"
2021-07-06,"Facebook Ads","data_science",877230,Jul 2021,Jul 2021,6,"1","Facebook Ads"
2021-07-07,"Facebook Ads","data_science",897297,Jul 2021,Jul 2021,7,"1","Facebook Ads"
2021-07-08,"Facebook Ads","data_science",907730,Jul 2021,Jul 2021,8,"2","Facebook Ads"
2021-07-09,"Facebook Ads","data_science",784173,Jul 2021,Jul 2021,9,"2","Facebook Ads"
2021-07-10,"Facebook Ads","data_science",296191,Jul 2021,Jul 2021,10,"2","Facebook Ads"
2021-07-11,"Facebook Ads","data_science",302749,Jul 2021,Jul 2021,11,"2","Facebook Ads"
2021-07-12,"Facebook Ads","data_science",301873,Jul 2021,Jul 2021,12,"2","Facebook Ads"
2021-07-13,"Facebook Ads","data_science",307763,Jul 2021,Jul 2021,13,"2","Facebook Ads"
2021-07-14,"Facebook Ads","data_science",336978,Jul 2021,Jul 2021,14,"2","Facebook Ads"
2021-07-15,"Facebook Ads","data_science",471868,Jul 2021,Jul 2021,15,"3","Facebook Ads"
2021-07-16,"Facebook Ads","data_science",549037,Jul 2021,Jul 2021,16,"3","Facebook Ads"
2021-07-17,"Facebook Ads","data_science",568959,Jul 2021,Jul 2021,17,"3","Facebook Ads"
2021-07-18,"Facebook Ads","data_science",568906,Jul 2021,Jul 2021,18,"3","Facebook Ads"
2021-07-19,"Facebook Ads","data_science",583853,Jul 2021,Jul 2021,19,"3","Facebook Ads"
2021-07-20,"Facebook Ads","data_science",599406,Jul 2021,Jul 2021,20,"3","Facebook Ads"
2021-07-21,"Facebook Ads","data_science",614300,Jul 2021,Jul 2021,21,"3","Facebook Ads"
2021-07-22,"Facebook Ads","data_science",610363,Jul 2021,Jul 2021,22,"4","Facebook Ads"
2021-07-23,"Facebook Ads","data_science",588685,Jul 2021,Jul 2021,23,"4","Facebook Ads"
2021-07-24,"Facebook Ads","data_science",675758,Jul 2021,Jul 2021,24,"4","Facebook Ads"
2021-07-25,"Facebook Ads","data_science",648442,Jul 2021,Jul 2021,25,"4","Facebook Ads"
2021-07-26,"Facebook Ads","data_science",689739,Jul 2021,Jul 2021,26,"4","Facebook Ads"
2021-07-27,"Facebook Ads","data_science",661366,Jul 2021,Jul 2021,27,"4","Facebook Ads"
2021-07-28,"Facebook Ads","data_science",570613,Jul 2021,Jul 2021,28,"4","Facebook Ads"
2021-07-29,"Facebook Ads","data_science",346881,Jul 2021,Jul 2021,29,"5","Facebook Ads"
2021-07-30,"Facebook Ads","data_science",302403,Jul 2021,Jul 2021,30,"5","Facebook Ads"
2021-07-31,"Facebook Ads","data_science",239817,Jul 2021,Jul 2021,31,"5","Facebook Ads"
2021-08-01,"Facebook Ads","data_science",250888,Aug 2021,Aug 2021,1,"1","Facebook Ads"
2021-08-02,"Facebook Ads","data_science",397492,Aug 2021,Aug 2021,2,"1","Facebook Ads"
2021-08-03,"Facebook Ads","data_science",892478,Aug 2021,Aug 2021,3,"1","Facebook Ads"
2021-08-04,"Facebook Ads","data_science",874054,Aug 2021,Aug 2021,4,"1","Facebook Ads"
2021-08-05,"Facebook Ads","data_science",1048708,Aug 2021,Aug 2021,5,"1","Facebook Ads"
2021-08-06,"Facebook Ads","data_science",818210,Aug 2021,Aug 2021,6,"1","Facebook Ads"
2021-08-07,"Facebook Ads","data_science",212603,Aug 2021,Aug 2021,7,"1","Facebook Ads"
2021-08-08,"Facebook Ads","data_science",344354,Aug 2021,Aug 2021,8,"2","Facebook Ads"
2021-08-09,"Facebook Ads","data_science",419122,Aug 2021,Aug 2021,9,"2","Facebook Ads"
2021-08-10,"Facebook Ads","data_science",564390,Aug 2021,Aug 2021,10,"2","Facebook Ads"
2021-08-11,"Facebook Ads","data_science",630411,Aug 2021,Aug 2021,11,"2","Facebook Ads"
2021-08-12,"Facebook Ads","data_science",719173,Aug 2021,Aug 2021,12,"2","Facebook Ads"
2021-08-13,"Facebook Ads","data_science",907896,Aug 2021,Aug 2021,13,"2","Facebook Ads"
2021-08-14,"Facebook Ads","data_science",1041154,Aug 2021,Aug 2021,14,"2","Facebook Ads"
2021-08-15,"Facebook Ads","data_science",1016487,Aug 2021,Aug 2021,15,"3","Facebook Ads"
2021-08-16,"Facebook Ads","data_science",975968,Aug 2021,Aug 2021,16,"3","Facebook Ads"
2021-08-17,"Facebook Ads","data_science",1031075,Aug 2021,Aug 2021,17,"3","Facebook Ads"
2021-08-18,"Facebook Ads","data_science",1026838,Aug 2021,Aug 2021,18,"3","Facebook Ads"
2021-08-19,"Facebook Ads","data_science",1034189,Aug 2021,Aug 2021,19,"3","Facebook Ads"
2021-08-20,"Facebook Ads","data_science",868247,Aug 2021,Aug 2021,20,"3","Facebook Ads"
2021-08-21,"Facebook Ads","data_science",891501,Aug 2021,Aug 2021,21,"3","Facebook Ads"
2021-08-22,"Facebook Ads","data_science",514697,Aug 2021,Aug 2021,22,"4","Facebook Ads"
2021-08-23,"Facebook Ads","data_science",424405,Aug 2021,Aug 2021,23,"4","Facebook Ads"
2021-08-24,"Facebook Ads","data_science",637855,Aug 2021,Aug 2021,24,"4","Facebook Ads"
2021-08-25,"Facebook Ads","data_science",595191,Aug 2021,Aug 2021,25,"4","Facebook Ads"
2021-08-26,"Facebook Ads","data_science",590075,Aug 2021,Aug 2021,26,"4","Facebook Ads"
2021-08-27,"Facebook Ads","data_science",433241,Aug 2021,Aug 2021,27,"4","Facebook Ads"
2021-08-28,"Facebook Ads","data_science",420067,Aug 2021,Aug 2021,28,"4","Facebook Ads"
2021-08-29,"Facebook Ads","data_science",336837,Aug 2021,Aug 2021,29,"5","Facebook Ads"
2021-08-30,"Facebook Ads","data_science",138155,Aug 2021,Aug 2021,30,"5","Facebook Ads"
2021-08-31,"Facebook Ads","data_science",139659,Aug 2021,Aug 2021,31,"5","Facebook Ads"
2021-09-01,"Facebook Ads","data_science",139060,Sep 2021,Sep 2021,1,"1","Facebook Ads"
2021-09-02,"Facebook Ads","data_science",138897,Sep 2021,Sep 2021,2,"1","Facebook Ads"
2021-09-03,"Facebook Ads","data_science",177429,Sep 2021,Sep 2021,3,"1","Facebook Ads"
2021-09-04,"Facebook Ads","data_science",182249,Sep 2021,Sep 2021,4,"1","Facebook Ads"
2021-09-05,"Facebook Ads","data_science",199587,Sep 2021,Sep 2021,5,"1","Facebook Ads"
2021-09-06,"Facebook Ads","data_science",199618,Sep 2021,Sep 2021,6,"1","Facebook Ads"
2021-09-07,"Facebook Ads","data_science",197368,Sep 2021,Sep 2021,7,"1","Facebook Ads"
2021-09-08,"Facebook Ads","data_science",192423,Sep 2021,Sep 2021,8,"2","Facebook Ads"
2021-09-09,"Facebook Ads","data_science",202150,Sep 2021,Sep 2021,9,"2","Facebook Ads"
2021-09-10,"Facebook Ads","data_science",196378,Sep 2021,Sep 2021,10,"2","Facebook Ads"
2021-09-11,"Facebook Ads","data_science",190328,Sep 2021,Sep 2021,11,"2","Facebook Ads"
2021-09-12,"Facebook Ads","data_science",192995,Sep 2021,Sep 2021,12,"2","Facebook Ads"
2021-09-13,"Facebook Ads","data_science",199204,Sep 2021,Sep 2021,13,"2","Facebook Ads"
2021-09-14,"Facebook Ads","data_science",194307,Sep 2021,Sep 2021,14,"2","Facebook Ads"
2021-09-15,"Facebook Ads","data_science",199731,Sep 2021,Sep 2021,15,"3","Facebook Ads"
2021-09-16,"Facebook Ads","data_science",216236,Sep 2021,Sep 2021,16,"3","Facebook Ads"
2021-09-17,"Facebook Ads","data_science",256110,Sep 2021,Sep 2021,17,"3","Facebook Ads"
2021-09-18,"Facebook Ads","data_science",244732,Sep 2021,Sep 2021,18,"3","Facebook Ads"
2021-09-19,"Facebook Ads","data_science",277365,Sep 2021,Sep 2021,19,"3","Facebook Ads"
2021-09-20,"Facebook Ads","data_science",295025,Sep 2021,Sep 2021,20,"3","Facebook Ads"
2021-09-21,"Facebook Ads","data_science",375566,Sep 2021,Sep 2021,21,"3","Facebook Ads"
2021-09-22,"Facebook Ads","data_science",375127,Sep 2021,Sep 2021,22,"4","Facebook Ads"
2021-09-23,"Facebook Ads","data_science",383771,Sep 2021,Sep 2021,23,"4","Facebook Ads"
2021-09-24,"Facebook Ads","data_science",402458,Sep 2021,Sep 2021,24,"4","Facebook Ads"
2021-09-25,"Facebook Ads","data_science",427080,Sep 2021,Sep 2021,25,"4","Facebook Ads"
2021-09-26,"Facebook Ads","data_science",464929,Sep 2021,Sep 2021,26,"4","Facebook Ads"
2021-09-27,"Facebook Ads","data_science",613472,Sep 2021,Sep 2021,27,"4","Facebook Ads"
2021-09-28,"Facebook Ads","data_science",651935,Sep 2021,Sep 2021,28,"4","Facebook Ads"
2021-09-29,"Facebook Ads","data_science",667407,Sep 2021,Sep 2021,29,"5","Facebook Ads"
2021-09-30,"Facebook Ads","data_science",695034,Sep 2021,Sep 2021,30,"5","Facebook Ads"
2021-10-01,"Facebook Ads","data_science",728394,Oct 2021,Oct 2021,1,"1","Facebook Ads"
2021-10-02,"Facebook Ads","data_science",388343,Oct 2021,Oct 2021,2,"1","Facebook Ads"
2021-10-03,"Facebook Ads","data_science",351899,Oct 2021,Oct 2021,3,"1","Facebook Ads"
2021-10-04,"Facebook Ads","data_science",272828,Oct 2021,Oct 2021,4,"1","Facebook Ads"
2021-10-05,"Facebook Ads","data_science",241109,Oct 2021,Oct 2021,5,"1","Facebook Ads"
2021-10-06,"Facebook Ads","data_science",252004,Oct 2021,Oct 2021,6,"1","Facebook Ads"
2021-10-07,"Facebook Ads","data_science",239870,Oct 2021,Oct 2021,7,"1","Facebook Ads"
2021-10-08,"Facebook Ads","data_science",201313,Oct 2021,Oct 2021,8,"2","Facebook Ads"
2021-10-09,"Facebook Ads","data_science",203063,Oct 2021,Oct 2021,9,"2","Facebook Ads"
2021-10-10,"Facebook Ads","data_science",200932,Oct 2021,Oct 2021,10,"2","Facebook Ads"
2021-10-11,"Facebook Ads","data_science",123527,Oct 2021,Oct 2021,11,"2","Facebook Ads"
